,w5_p_outcome,w5_hhid,pid,w5_p_proxyassent,w5_p_intrv_d,w5_p_intrv_m,w5_p_intrv_y,w5_p_intrv_c,w5_p_refexpl,w5_p_refexpl_o,w5_p_refint,w5_p_refgen,w5_p_refage,w5_p_respid,w5_p_resprox,w5_p_resprox_o,w5_p_sample,w5_p_duration,w5_p_dob_m,w5_p_dob_y,w5_p_gen,w5_p_popgrp,w5_p_popgrp_o,w5_p_parhpid,w5_p_mar,w5_p_mary_m,w5_p_mary_l,w5_p_evmar,w5_p_curmarst,w5_p_timewid,w5_p_timediv,w5_p_lng,w5_p_lng_o,w5_p_slpw,w5_p_slpm,w5_p_lvevoth,w5_p_brnprov,w5_p_brnprov_flg,w5_p_brndc_2001,w5_p_brndc_2001_flg,w5_p_brndc_2011,w5_p_brndc_2011_flg,w5_p_brncc,w5_p_brncc_flg,w5_p_lv94prov,w5_p_lv94prov_flg,w5_p_lv15prov,w5_p_lv15prov_flg,w5_p_moveyr,w5_p_lvbfprov,w5_p_lvbfdc_2001,w5_p_lvbfdc_2011,w5_p_lvbfcc,w5_p_emactcur,w5_p_emactcur_o,w5_p_em1occ_isco_c,w5_p_em1prod_c,w5_p_em1inc_brac1,w5_p_em1inc_brac2,w5_p_em1inc_brac3,w5_p_em1inc_brac4,w5_p_em1inc_brac5,w5_p_em1inc_brac6,w5_p_em1inc_cat,w5_p_incgovpen,w5_p_incgovpen_v,w5_p_incdis,w5_p_incdis_v,w5_p_incchld,w5_p_incchld_v,w5_p_incfos,w5_p_incfos_v,w5_p_inccare,w5_p_inccare_v,w5_p_incaid,w5_p_incaid_v,w5_p_incwar,w5_p_incwar_v,w5_p_incuif,w5_p_incuif_v,w5_p_incwc,w5_p_incwc_v,w5_p_incpfnd,w5_p_incpfnd_v,w5_p_incret,w5_p_incret_v,w5_p_incretp,w5_p_incretp_v,w5_p_incrnt,w5_p_incrnt_v,w5_p_incint,w5_p_incint_v,w5_p_incretr,w5_p_incretr_v,w5_p_incinh,w5_p_incinh_v,w5_p_inclob,w5_p_inclob_v,w5_p_incgif,w5_p_incgif_v,w5_p_incloan,w5_p_incloan_v,w5_p_incsale,w5_p_incsale_v,w5_p_inco,w5_p_inco_o,w5_p_inco_v,w5_p_grcur,w5_p_grcurtyp,w5_p_grcurecpid,w5_p_grcurecrel,w5_p_edschgrd,w5_p_edschgrd_flg,w5_p_edschgrd_o,w5_p_edschyr,w5_p_edschyr_flg,w5_p_edschage,w5_p_edter,w5_p_edter_flg,w5_p_edterlev,w5_p_edterlev_o,w5_p_edteryr,w5_p_ed17cur,w5_p_ed17curatt,w5_p_ed17curlev,w5_p_ed17curlev_o,w5_p_ed17cursub,w5_p_ed17cursub_o,w5_p_ed17curmat,w5_p_ed17wdex,w5_p_hldes,w5_p_hltb,w5_p_hlbp,w5_p_hldia,w5_p_hlstrk,w5_p_hlast,w5_p_hlhrt,w5_p_hlcan,w5_p_hlser,w5_p_hlser1,w5_p_hlser2,w5_p_hlser3,w5_p_hlser4,w5_p_hlser_o,w5_p_hlvisaid,w5_p_hlhraid,w5_p_intlng1,w5_p_intlng2,w5_p_intlng3,w5_p_intlng4,w5_p_intresp,w5_p_intrespact,w5_p_intresphear,w5_p_intrespque,w5_p_intresppid1,w5_p_intresppid2,w5_p_intresppid3,w5_p_intrvinfo
449,Successfully Interviewed,503177,717090,Yes,29th,May,2017.0,97,,,,,,303703.0,Has language problems,,2008 sample,13.0,May,1987.0,Male,African,,"No, no spouse or partner",,,,No,,,,Isitsonga,,7 Nights,30 Nights,Yes,Limpopo,Surveyed,Mopani District Municipality,Surveyed,Mopani (DC33),Surveyed,,,Limpopo,Surveyed,Gauteng,Surveyed,2008.0,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni (EKU),,Self-employed,,Service and sales workers,"Community, social and personal services",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2007.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
450,Successfully Interviewed,503188,310166,Yes,22nd,February,2017.0,114,,,,,,787249.0,Refused but allowed a proxy,,2008 sample,10.0,January,1988.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,19.0,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,Yes,Psychological or psychiatric disorder,,,,,No,No,Sesotho,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
451,Successfully Interviewed,503189,409225,Yes,22nd,May,2017.0,40,,,,,,314447.0,Permanently too unwell or disabled,,2008 sample,7.0,July,1999.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,6 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Yes,Care dependency grant,Absent,Grandparent,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,Yes,No,No,No,Yes,Epilepsy/fits,,,,,No,No,IsiZulu,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
452,Successfully Interviewed,503201,581674,Yes,24th,August,2017.0,127,,,,,,305930.0,Permanently too unwell or disabled,,2008 sample,6.0,August,1990.0,Female,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,Setswana,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
453,Successfully Interviewed,503206,786170,Yes,26th,June,2017.0,6,,,,,,402113.0,Temporarily away from home for other reasons  (specify),-3,2008 sample,9.0,January,1992.0,Male,African,,402113.0,Living together,,4.0,No,,,,Sepedi,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Very good,Yes,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
454,Successfully Interviewed,503211,740116,Yes,14th,October,2017.0,26,,,,,,314576.0,Refused but allowed a proxy,,2008 sample,-3.0,January,1965.0,Male,African,,314576.0,Formally married,3.0,,,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Somewhat attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
455,Not Tracked in Wave 5,503214,403339,,,,,0,,,,,,,,,2008 sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Not Tracked in Wave 5,503214,403340,,,,,0,,,,,,,,,2008 sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Successfully Interviewed,503217,410565,Yes,27th,April,2017.0,71,,,,,,721760.0,Studying away from home,,2008 sample,12.0,November,1994.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,2 Nights,10 Nights,Yes,Eastern Cape,Surveyed,Cacadu District Municipality,Surveyed,Cacadu (DC10),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Derived,2002.0,Eastern Cape,Nelson Mandela Metropolitan Municipality,Nelson Mandela Bay (NMA),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2015.0,Surveyed,,No,Surveyed,,,,Yes,,National Certificate Vocational 2 (NCV 2),,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,721760.0,319529.0,,Very good
458,Successfully Interviewed,503221,306838,Yes,27th,April,2017.0,73,,,,,,306807.0,Refused but allowed a proxy,,2008 sample,9.0,December,1965.0,Male,White,,306807.0,Formally married,18.0,,,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Self-employed,,Elementary occupations,"Agriculture, hunting, forestry and fishing",More than,,More than,,More than,More than,">R24,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1983.0,Surveyed,,Yes,Surveyed,Diploma requiring Grade 12/Std. 10,,1989.0,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
459,Successfully Interviewed,503242,319686,Yes,29th,September,2017.0,95,,,,,,491666.0,Refused but allowed a proxy,,2008 sample,24.0,November,1962.0,Male,Coloured,,"No, partner not part of this household",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
460,Successfully Interviewed,503247,312764,Yes,14th,June,2017.0,28,,,,,,713344.0,Temporarily away from home for other reasons  (specify),"Visiting Family Members, She Will Be Soon Coming Back But Not Sure When.",2008 sample,14.0,February,1993.0,Female,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,Yes,KwaZulu-Natal,Surveyed,Ethekwini Municipality,Surveyed,eThekwini (ETH),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Surveyed,Don't know,KwaZulu-Natal,Ethekwini Municipality,eThekwini (ETH),,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
461,Successfully Interviewed,503247,409447,Yes,14th,June,2017.0,28,,,,,,713344.0,Permanently too unwell or disabled,,2008 sample,12.0,January,1998.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,Don't know,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,Yes,Physically handicapped,"Problems with sight, hearing or speech",Psychological or psychiatric disorder,Epilepsy/fits,,No,No,IsiZulu,,,,Friendly,Somewhat attentive,1+ persons within hearing range for part of the interview,Yes,701337.0,758888.0,,Good
462,Successfully Interviewed,503269,781281,Yes,5th,May,2017.0,41,,,,,,770331.0,Deaf or has speech problems,,2008 sample,7.0,April,1942.0,Female,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,30 Nights,Don't know,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Very good,No,Yes,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
463,Successfully Interviewed,503272,708980,Yes,26th,October,2017.0,119,,,,,,754056.0,Permanently too unwell or disabled,,2008 sample,6.0,December,1950.0,Male,African,,754056.0,Formally married,37.0,,,,,,Sesotho,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Good,No,No,No,No,No,No,Yes,No,,,,,,No,No,Setswana,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
464,Successfully Interviewed,503297,321218,Yes,21st,March,2017.0,62,,,,,,321216.0,Temporarily unwell,,2008 sample,19.0,February,1953.0,Male,White,,321216.0,Formally married,37.0,,,,,,Afrikaans,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Managers,"Agriculture, hunting, forestry and fishing",More than,,More than,,About equal to,,"R12,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,1969.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Poor,Yes,Yes,No,No,No,No,No,No,,,,,,Yes,Yes,Afrikaans,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
465,Successfully Interviewed,503298,724579,Yes,4th,September,2017.0,66,,,,,,313552.0,Away on business/for work,,2008 sample,16.0,July,1987.0,Male,Asian/Indian,,313552.0,Formally married,9.0,,,,,,English,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Self-employed,,Service and sales workers,Wholesale and Retail trade; repair etc;hotels and restaurants,More than,,More than,,More than,About equal to,"R24,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,18.0,No,Surveyed,,,,No,No,,,,,,,Excellent,No,No,Yes,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
466,Successfully Interviewed,503301,318963,Yes,18th,July,2017.0,71,,,,,,318941.0,Permanently too unwell or disabled,,2008 sample,9.0,August,1977.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 6 (Std. 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Poor,No,No,No,No,No,No,No,Yes,Psychological or psychiatric disorder,,,,,Yes,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
467,Successfully Interviewed,503314,401544,Yes,9th,May,2017.0,85,,,,,,311789.0,Temporarily unwell,,2008 sample,17.0,November,1993.0,Male,African,,"No, no spouse or partner",,,,No,,,,Siswati,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 3 (Std. 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,SiSwati,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
468,Successfully Interviewed,503337,655531,Yes,11th,November,2017.0,57,,,,,,667810.0,Temporarily away from home for other reasons  (specify),He Went Back Home To X For A Traditional Ceremony.,2017 sample,7.0,January,1999.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,31 Nights,Yes,Eastern Cape,Surveyed,Amatole District Municipality,Surveyed,Amathole (DC12),Surveyed,,,,,Eastern Cape,Surveyed,2011.0,Eastern Cape,Amatole District Municipality,Amathole (DC12),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Bachelors Degree,,Commerce/management,,"Yes, with matric exemption",,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
469,Successfully Interviewed,503339,674271,Yes,4th,May,2017.0,16,,,,,,612436.0,Permanently too unwell or disabled,,2017 sample,8.0,February,1937.0,Female,White,,"No, spouse or partner is deceased",,,,,,6.0,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,2200.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Good,No,Yes,Yes,No,No,No,No,Yes,Alzheimer's disease,,,,,Yes,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
470,Successfully Interviewed,503339,694708,Yes,4th,May,2017.0,16,,,,,,612436.0,Too old,,2017 sample,7.0,October,1949.0,Male,White,,"No, no spouse or partner",,,,Yes,Divorced or separated,,30.0,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,Yes,1700.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,Yes,Psychological or psychiatric disorder,,,,,Yes,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
471,Successfully Interviewed,503371,502192,Yes,27th,February,2017.0,62,,,,,,721595.0,Permanently too unwell or disabled,,2008 sample,16.0,April,1955.0,Male,Coloured,,"No, partner not part of this household",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Other (specify),-3,,,,,,,,,,Yes,1500.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 3 (Std. 1),Surveyed,,Don't know,Surveyed,9.0,No,Surveyed,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,Yes,Psychological or psychiatric disorder,,,,,No,No,Afrikaans,English,,,Neither hostile nor friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Good
472,Successfully Interviewed,503376,731682,Yes,19th,March,2017.0,130,,,,,,401484.0,Permanently too unwell or disabled,,2008 sample,24.0,June,1964.0,Female,African,,"No, spouse or partner is deceased",,,,,,Less than 1 year,,Tshivenda,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 7 (Std. 5),Surveyed,,1982.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Poor,No,Yes,No,No,No,No,No,Yes,Other,,,,Joint Pain And Arthritis,Yes,No,Tshivenda,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,"Neither good, nor bad"
473,Successfully Interviewed,503377,697455,Yes,7th,November,2017.0,57,,,,,,625740.0,Away on business/for work,,2017 sample,8.0,January,1973.0,Female,White,,"No, spouse or partner is deceased",,,,,,5.0,,Afrikaans,,7 Nights,31 Nights,Yes,Free State,Surveyed,Motheo District Municipality,Surveyed,Mangaung (MAN),Surveyed,,,Free State,Surveyed,Eastern Cape,Surveyed,2004.0,Free State,Motheo District Municipality,Mangaung (MAN),,Working for pay,,Managers,Manufacturing,More than,,More than,,More than,Less than,"R12,001-R23,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,18.0,Yes,Surveyed,Diploma requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
474,Successfully Interviewed,503381,637095,Yes,20th,November,2017.0,16,,,,,,611524.0,Refused but allowed a proxy,,2017 sample,8.0,November,1947.0,Male,White,,611524.0,Formally married,47.0,,,,,,English,,7 Nights,30 Nights,Yes,Northern Cape,Surveyed,Frances Baard District Municipality,Surveyed,Frances Baard (DC9),Surveyed,,,North West,Surveyed,Western Cape,Surveyed,2014.0,Western Cape,Eden District Municipality,Eden (DC4),,Retired,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,Don't know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,16.0,No,Surveyed,,,,,,,,,,,,Fair,No,Yes,Yes,No,Yes,No,No,No,,,,,,Yes,Yes,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
475,Successfully Interviewed,503386,315188,Yes,27th,March,2017.0,56,,,,,,583188.0,Studying away from home,,2008 sample,45.0,December,1991.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,0 Nights,14 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2014.0,Surveyed,,No,Surveyed,,,,Yes,,Diploma requiring Grade 12/Std. 10,,Education,,"Yes, but no exemption required",,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
476,Successfully Interviewed,503396,304836,Yes,11th,March,2017.0,95,,,,,,,"In an institution (e.g. hospital, prison)",,2008 sample,8.0,December,1989.0,Male,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Other (specify),-3,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,Setswana,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
477,Successfully Interviewed,503403,318065,Yes,18th,June,2017.0,70,,,,,,714505.0,Away on business/for work,,2008 sample,9.0,June,1988.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Service and sales workers,"Financial intermediation, insurance, real estate and business services",More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,Don't know,Yes,Surveyed,Certificate not requiring Grade 12/Std. 10,,Don't know,No,No,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
478,Successfully Interviewed,503403,408704,Yes,27th,October,2017.0,70,,,,,,318060.0,Away on business/for work,,2008 sample,6.0,November,1993.0,Male,African,,"No, partner not part of this household",,,,No,,,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,19.0,No,Surveyed,,,,No,No,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
479,Successfully Interviewed,503403,722929,Yes,18th,June,2017.0,70,,,,,,318060.0,Away on business/for work,,2008 sample,8.0,January,1965.0,Male,African,,318060.0,Formally married,21.0,,,,,,IsiZulu,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Service and sales workers,"Financial intermediation, insurance, real estate and business services",Don't know,,,,,,Don't Know,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 5 (Std. 3),Surveyed,,Don't know,Surveyed,Don't know,Yes,Surveyed,Certificate not requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,714505.0,,,Very good
